Sakaka,Hail,Madinah,Riyad,Jeddah,Albaha,Abha,Jazan,Najran,Dammam,Tabuk
3.7471,4.0068,4.4388,4.8893,4.5842,5.0887,5.4401,5.0486,5.8368,3.6614,4.0068
3.8501,3.9614,4.3061,4.6814,4.8593,5.4065,5.6686,5.1466,5.981,3.433,3.9614
3.245,3.6631,4.5389,4.829,4.4429,5.1526,5.501,5.1271,5.8279,3.7536,3.6631
3.8316,4.158,4.4858,4.6176,4.5686,5.2104,5.5236,5.3594,5.6374,3.6437,4.158
3.648,3.7543,4.2084,4.4064,4.2919,4.8336,5.2212,5.3016,5.5231,3.6377,3.7543
3.8676,4.1314,4.6786,4.5943,4.7832,5.1055,5.3395,5.087,5.5142,3.1601,4.1314
3.7709,4.1213,4.6874,4.4035,4.7671,5.123,5.2594,5.1199,5.4103,3.2815,4.1213
3.4891,3.8501,4.5871,4.4964,4.7383,5.2025,5.2783,4.9522,5.5553,3.5002,3.8501
3.3739,3.8986,4.5394,4.4808,4.8898,5.255,5.4386,5.0774,5.6534,3.6528,3.8986
3.3962,3.3252,4.3798,4.5948,4.6812,5.1701,5.4811,5.0616,5.5519,3.3127,3.3252
2.5862,3.5724,4.5991,4.5898,4.9063,5.4007,5.5507,5.2198,5.8171,3.6802,3.5724
2.8738,3.0972,4.6234,4.5334,4.7849,5.3256,5.5711,5.2015,5.7518,3.5911,3.0972
2.7818,2.9748,4.513,4.2271,4.7774,5.2735,5.4893,5.3369,5.7298,3.4298,2.9748
2.6494,2.8742,4.4954,4.4885,4.8077,5.2325,5.4722,5.2781,5.6304,3.6494,2.8742
3.432,4.0838,3.9917,4.6512,4.7971,5.3162,5.3813,5.2766,5.7509,3.7531,4.0838
3.7978,4.2024,4.2418,4.0577,4.7683,5.0114,5.4679,5.0405,5.7821,3.1049,4.2024
3.3122,3.5249,4.3159,4.5163,4.549,5.111,5.3071,5.2524,5.3422,3.4514,3.5249
2.6429,2.4569,4.3042,4.6502,4.7239,5.0825,5.3897,5.1343,5.5574,3.8042,2.4569
3.0665,3.4027,4.3589,4.7143,4.6406,5.0482,5.3705,5.069,5.6635,3.3638,3.4027
2.9388,3.7318,4.4158,4.6337,4.627,5.1154,5.4739,5.0438,5.7828,3.8326,3.7318
3.5218,3.7687,4.3363,4.6591,4.3445,5.0782,5.4031,4.9752,5.7679,3.1207,3.7687
3.6168,3.7313,3.2978,4.9723,3.2993,4.6368,5.1955,4.9579,5.8126,3.8542,3.7313
3.3338,4.3908,4.8559,3.7637,4.8946,4.3435,4.7986,3.8573,5.4559,3.2429,4.3908
3.8378,4.3426,4.2655,4.6118,4.3524,4.8094,5.0681,4.9051,5.3412,3.6396,4.3426
3.8381,4.2972,4.2718,4.4472,3.7594,4.279,4.7268,4.5533,5.3314,3.8167,4.2972
3.1841,2.933,4.8314,4.5427,5.1646,5.0402,4.2151,3.4709,5.2634,3.5438,2.933
2.5632,3.9406,4.6884,4.6306,5.1194,5.431,4.8701,4.5038,5.2339,3.8153,3.9406
3.743,3.9355,4.663,4.5151,5.0587,5.5075,4.8917,4.5926,5.3287,3.6281,3.9355
4.0946,4.4522,4.8149,4.7338,4.8931,5.2474,5.3112,5.0086,5.3093,2.857,4.4522
4.0363,4.5545,4.9565,4.8833,4.951,5.0254,4.728,4.2461,5.13,3.5748,4.5545
4.1779,4.4494,5.0616,4.9426,5.0501,5.358,5.2591,5.047,5.6018,3.8023,4.4494
3.9127,4.5391,5.0335,4.9836,5.2138,5.6004,5.6858,5.1835,6.09,3.96,4.5391
4.2706,4.5521,4.9826,5.1754,5.0618,5.5778,5.9165,5.3758,6.2071,4.0606,4.5521
4.0498,4.1268,5.0518,5.2118,5.0688,5.5531,5.8054,5.4864,6.2246,4.0889,4.1268
3.7819,4.3152,4.7515,5.2908,5.0026,5.5008,5.8512,5.46,6.1469,4.4129,4.3152
4.1026,4.5487,4.6958,4.9649,5.0664,5.5795,5.7005,5.3412,6.1541,4.0447,4.5487
4.0774,4.5254,4.7009,4.8173,5.0479,5.586,5.7641,5.0551,6.0941,3.8741,4.5254
3.7716,4.6025,4.7606,4.9675,4.9034,5.3918,5.6299,5.2452,5.8834,3.9617,4.6025
4.1189,4.7275,4.9812,4.7592,4.7014,5.107,5.2754,4.9613,5.7852,3.8784,4.7275
2.4878,3.8302,5.1626,4.5365,5.2234,5.0364,4.3697,4.5902,5.5982,3.9317,3.8302
4.2607,4.6267,4.7678,3.9794,5.4624,5.7216,5.4012,5.0671,5.7175,2.8318,4.6267
3.9727,4.4522,4.2982,5.19,4.7359,5.0004,5.3842,5.2704,4.7794,3.4507,4.4522
3.4812,4.1042,4.1398,5.1816,4.5449,5.1521,5.2459,5.1394,5.1878,3.6821,4.1042
3.9732,4.3853,4.9166,4.5734,4.596,5.2447,5.5781,4.8146,5.6448,3.9046,4.3853
4.2948,4.5962,5.1494,4.4482,4.6567,4.7902,5.2466,4.8701,5.695,3.6089,4.5962
4.003,3.9727,5.1514,4.5722,3.8227,4.1868,5.3623,4.9793,5.9374,3.5429,3.9727
3.7529,4.2893,4.8058,4.5857,4.47,4.7184,5.2034,4.8331,5.9292,3.9262,4.2893
3.2054,4.6154,5.4722,4.2271,5.6515,5.2562,5.2706,4.5972,5.8123,3.1822,4.6154
4.3922,4.745,5.4461,5.448,5.2771,4.6903,5.1878,4.8173,5.317,3.9132,4.745
3.6372,4.962,5.2327,5.1986,4.441,4.3277,4.8761,4.5266,4.4232,4.1621,4.962
4.5828,5.0335,4.8972,2.8003,4.5499,3.9247,3.331,4.4753,5.3436,3.5026,5.0335
4.7138,4.9814,4.8396,5.0558,4.5545,4.1599,2.6095,4.5725,5.1698,4.4974,4.9814
4.5588,4.8384,4.8662,5.0606,4.6061,4.1518,3.0482,4.981,5.5442,4.4698,4.8384
4.8362,4.8655,4.9418,5.2944,4.5353,4.3764,2.562,5.16,5.7622,4.5444,4.8655
4.6202,5.1713,5.4641,5.773,5.465,5.2006,3.9864,4.0202,3.3305,4.5718,5.1713
4.4203,5.1802,5.508,5.8138,5.676,6.0725,6.0346,5.6242,6.3799,4.5775,5.1802
4.2197,5.2073,5.6234,5.6894,5.9436,6.3115,6.4685,5.9182,6.781,4.7858,5.2073
3.7882,5.1912,5.1754,5.6707,4.8194,5.9467,6.4606,5.9714,6.7913,4.5233,5.1912
4.955,5.1065,5.6206,5.5267,5.8039,6.2381,6.1562,5.8985,6.6749,4.0258,5.1065
4.4947,4.5348,5.5049,5.747,5.5997,5.8435,6.282,5.8644,6.5815,4.5662,4.5348
4.4333,4.8919,5.6647,5.7295,5.8531,6.1718,6.263,6.0221,6.6806,4.7347,4.8919
3.617,4.3349,5.0419,4.6478,5.8723,6.2165,6.4255,6.0305,6.6317,4.6198,4.3349
4.1546,3.8729,5.101,4.7443,5.8212,6.2434,6.4339,6.1001,6.7603,4.7702,3.8729
3.504,3.8964,5.525,4.5926,5.988,6.318,6.6365,6.3154,6.8599,4.327,3.8964
2.0462,2.8394,4.5504,5.4194,5.525,6.3238,6.5748,6.3456,6.7634,4.3394,2.8394
5.2438,5.4122,4.6428,4.5799,5.2241,6.1654,6.5503,6.2642,6.7716,2.6705,5.4122
2.8512,3.3766,3.5042,5.381,5.5682,6.049,6.5402,5.9988,6.769,3.5858,3.3766
2.1881,3.0737,4.4952,5.6018,5.6273,6.3036,6.6847,5.9381,6.8602,4.2413,3.0737
4.0481,5.0472,3.7358,5.7737,3.2909,5.688,6.2182,5.5332,6.696,4.9282,5.0472
4.3133,5.519,6.3103,5.5051,5.4708,5.3383,6.2153,5.6155,6.2806,3.2573,5.519
5.3086,5.3928,6.1327,5.2531,6.2155,6.2652,6.2028,5.7703,6.6401,4.5504,5.3928
3.1642,2.8721,5.1581,4.4405,5.8668,6.283,6.5652,5.9467,6.6125,4.902,2.8721
3.979,5.2207,3.2909,4.8761,4.9541,6.1625,5.8565,5.8418,6.2357,3.863,5.2207
4.951,4.7393,5.6191,4.3795,5.7103,6.1087,6.4212,5.6076,6.5299,2.903,4.7393
2.8106,3.9204,4.9865,3.7954,5.8613,6.1145,6.2266,5.8879,6.7644,4.1609,3.9204
3.2318,5.7569,2.3738,1.8826,4.0354,5.7091,6.4646,6.2772,6.7087,1.0766,5.7569
4.9574,5.8267,6.1006,5.8474,6.5707,6.4754,6.5198,6.2724,5.0047,4.7153,5.8267
3.8909,5.4746,5.3902,4.2516,5.6923,5.9371,6.6221,6.1838,6.0545,5.0786,5.4746
3.8714,4.8514,6.3799,5.4667,6.2585,5.9978,6.4867,6.3106,6.6818,2.7264,4.8514
5.5186,5.8882,6.3991,6.245,6.3852,5.425,5.6914,5.7286,6.4519,5.0294,5.8882
5.6899,6.1529,6.4471,5.389,6.4399,5.4814,5.0664,5.8584,5.3105,5.0124,6.1529
5.8783,6.1982,6.2736,5.7934,6.5909,7.0186,6.3794,6.2393,4.6447,4.4182,6.1982
5.3513,6.2522,6.3242,6.5014,6.4632,6.6574,6.7524,6.4591,6.7409,5.5226,6.2522
5.9786,6.5088,5.862,6.3067,6.4106,6.8381,7.0747,6.3446,6.9204,5.5241,6.5088
6.0209,6.4337,5.9482,4.573,5.2601,5.628,5.4893,5.8493,6.4174,5.6105,6.4337
5.9942,6.1042,6.4514,6.5762,6.1421,6.7363,6.7514,6.4985,7.122,5.5118,6.1042
6.0454,6.4819,6.8078,6.6595,6.6389,7.0075,6.9348,6.5275,7.2607,5.5661,6.4819
6.0509,6.6499,6.7337,6.84,6.7099,7.205,7.2758,6.7687,7.5166,5.5015,6.6499
5.7341,6.547,6.7294,6.7284,6.6283,7.1702,7.2235,6.5916,7.5103,5.6203,6.547
6.1075,6.427,6.8273,6.4807,6.8006,6.9768,7.3961,7.0586,7.4909,5.1886,6.427
6.222,6.6818,6.9797,6.589,6.9876,6.9497,7.1827,6.8815,7.41,4.9166,6.6818
6.1519,6.7764,7.0018,6.2755,7.2679,6.9859,7.1474,6.4726,7.1054,4.0922,6.7764
6.1296,6.8054,6.8902,6.51,7.2593,7.4539,7.4388,6.581,7.1861,5.6033,6.8054
6.2239,6.9221,6.8318,6.4428,6.9454,7.2713,7.1467,6.384,7.1321,5.5824,6.9221
6.6353,6.7915,6.9394,6.6286,6.7102,6.6502,6.6874,6.54,7.1962,5.5193,6.7915
6.2772,6.792,6.979,3.331,6.6398,5.3141,5.0609,5.8378,6.3118,3.6302,6.792
6.8035,7.075,7.134,6.5942,7.1455,6.6737,7.4489,6.8484,7.2504,4.5715,7.075
5.8495,6.971,6.9533,6.1315,7.1683,6.9478,7.4316,6.8374,7.3723,5.7588,6.971
6.3422,7.225,6.7666,6.1577,6.9089,7.1556,6.881,6.751,7.2862,6.1051,7.225
6.269,7.1772,6.8815,6.4222,6.7678,6.199,7.182,6.6931,7.4674,5.7706,7.1772
6.4764,7.0428,6.6754,6.5918,6.5702,6.4918,6.8446,6.8347,7.2691,6.03,7.0428
6.8626,6.5467,6.6806,6.8993,6.641,7.199,7.3476,6.9694,7.447,5.9455,6.5467
5.6189,5.7893,6.8023,6.918,6.8729,7.2581,7.2982,6.9218,7.2732,6.3058,5.7893
5.2171,5.3736,6.6238,7.4832,6.905,7.4206,7.5929,7.1249,7.8665,6.0569,5.3736
4.6044,6.1366,7.2698,7.2782,7.2943,7.6663,7.86,7.2907,7.8372,5.9486,6.1366
5.999,5.8241,7.1738,7.5514,7.3085,7.853,7.7638,6.9384,7.7407,6.4678,5.8241
5.2394,5.0371,6.9055,7.3658,7.3637,7.6248,7.5802,6.9466,7.6927,6.2218,5.0371
4.9937,5.767,6.4826,7.2497,6.9312,7.3027,7.5096,6.955,7.2605,6.3624,5.767
5.4194,4.7162,6.9204,7.3032,7.0898,7.4227,7.4443,7.3848,7.8492,5.9134,4.7162
7.0082,7.4393,5.1763,6.757,5.723,7.278,7.1722,6.9833,7.6135,6.2806,7.4393
7.1338,7.0255,5.0616,3.8544,5.1778,6.0386,6.4975,7.0243,5.9789,4.2386,7.0255
6.7066,5.5774,4.7921,3.8117,5.8956,5.2654,5.2214,5.8656,5.9786,4.7465,5.5774
6.9458,6.4865,6.366,5.2306,6.0406,6.0946,6.1507,6.102,6.5328,3.4176,6.4865
5.4773,5.3842,5.4828,5.7062,6.2378,6.4457,6.4937,6.8894,7.1066,4.7789,5.3842
4.5314,6.5657,6.929,5.3914,6.8455,6.8357,7.1292,7.0231,7.5142,4.9858,6.5657
5.9213,4.5982,6.7891,5.1965,6.9458,7.0008,7.0975,6.9382,7.4914,3.9346,4.5982
5.4408,6.6108,7.2972,3.2801,6.1872,4.3946,6.2942,7.057,6.7742,3.1627,6.6108
7.0363,6.6161,7.4659,6.5806,7.4549,6.6055,6.9862,6.9725,6.9,4.9013,6.6161
7.32,7.0783,7.7551,7.0668,7.1969,5.7761,6.3276,6.9377,6.9864,4.1698,7.0783
5.3438,7.7342,7.6745,7.2298,6.9065,6.3396,6.8208,7.1052,7.1455,4.0747,7.7342
7.0754,7.8593,7.8991,6.4082,7.0358,4.0884,4.5338,6.5851,5.8603,3.9074,7.8593
7.5096,7.8934,7.9534,6.1097,7.2041,5.8102,5.5306,6.5993,5.8543,1.4599,7.8934
7.0934,7.1215,8.0179,7.0219,7.9668,7.397,6.4668,6.7339,6.4342,4.331,7.1215
7.1746,7.1928,7.4928,7.5166,7.739,7.5497,6.811,6.8712,6.4699,5.6376,7.1928
7.0457,7.5372,7.241,7.3493,7.5523,7.5857,7.8442,7.3193,7.8533,5.8332,7.5372
6.9595,7.926,7.5569,6.5537,7.4018,7.2204,7.2031,7.3358,7.4287,5.8318,7.926
7.6639,8.0736,7.9229,7.5545,7.6771,7.9373,7.6855,7.1791,7.625,5.6381,8.0736
7.9342,8.005,7.7942,7.2754,7.9085,7.6882,6.9778,6.9336,7.601,6.0847,8.005
7.7338,7.8775,6.9749,7.3373,7.3949,6.895,6.4063,6.6233,6.4714,7.1057,7.8775
7.9373,7.8715,6.3662,7.3303,7.3759,6.8458,5.7216,6.0833,6.7092,7.0961,7.8715
6.9398,7.7923,7.7021,6.1334,6.8974,5.7091,5.4948,6.1382,6.2165,7.0001,7.7923
4.8394,6.9799,7.7542,6.955,6.9787,6.6936,5.8915,6.3497,6.8803,6.019,6.9799
6.0814,7.5533,7.267,4.6157,7.2425,6.6058,7.2485,6.9473,6.2071,4.5154,7.5533
7.6013,8.1732,7.6769,6.7366,7.0886,7.391,6.2834,7.0548,6.1102,4.7981,8.1732
8.0414,8.1012,7.5852,5.7036,6.9509,6.2374,6.2854,6.7073,6.0838,4.3843,8.1012
6.3569,7.8509,7.699,2.335,7.5233,7.3906,6.5551,6.8899,5.305,3.2789,7.8509
7.1669,4.6663,7.65,6.823,6.6617,7.055,6.6953,6.8484,7.285,5.7082,4.6663
5.5138,6.0646,8.0376,7.4062,7.945,6.9703,7.3865,6.5556,6.9571,4.9987,6.0646
5.2061,7.4506,8.335,7.2602,8.1917,8.3782,7.5737,7.007,6.8911,6.0086,7.4506
6.6758,7.8362,7.9397,7.3541,8.1425,8.1581,7.4971,6.5866,7.0855,5.982,7.8362
7.3963,7.1875,7.9385,7.4203,7.902,8.1228,7.8058,7.0836,7.237,6.7543,7.1875
3.451,6.7999,6.3946,6.834,7.8137,7.679,6.4066,7.045,6.1978,6.5136,6.7999
4.5274,7.1566,5.6563,6.083,7.4196,6.2863,7.2425,7.3975,7.5305,5.0314,7.1566
6.3509,6.8107,6.7896,7.2816,7.4021,7.506,6.7601,7.2545,7.3987,4.1976,6.8107
7.02,5.1036,7.3397,5.6842,7.3579,7.0783,6.8818,6.937,7.567,5.6393,5.1036
6.6571,6.9197,7.4585,7.1782,7.465,7.6757,7.8648,7.3133,8.0357,5.641,6.9197
6.4097,6.1358,6.8407,7.6829,7.1213,7.4453,8.0251,7.4064,8.0107,6.4058,6.1358
3.089,5.5068,7.3954,7.8722,7.8161,8.1588,8.0215,7.1426,8.0083,6.5614,5.5068
7.662,8.335,6.4166,7.8286,7.2862,8.0777,7.6488,7.3082,7.5895,5.9076,8.335
7.6375,8.2382,8.4384,5.6818,8.0551,7.5564,8.1118,7.4357,7.6351,4.7424,8.2382
6.7819,6.198,7.7098,8.0232,8.2589,8.2589,7.3193,6.9214,7.4938,5.0254,6.198
5.7288,7.1486,7.391,7.7738,7.7698,8.1907,7.5888,6.1939,7.6325,6.4495,7.1486
8.0268,8.5836,7.5492,7.3313,7.1114,7.9886,7.5934,5.9645,7.398,4.423,8.5836
7.8466,8.0854,8.0923,7.8542,7.5821,7.8041,7.2038,6.2724,7.3375,5.01,8.0854
8.2224,8.477,8.4806,7.6368,7.8538,7.9022,7.6284,6.546,7.5451,6.3972,8.477
7.8593,8.3957,8.4648,7.4143,8.0707,7.7707,7.1791,6.4219,7.5715,6.4577,8.3957
8.316,8.0923,8.0525,6.9295,7.8353,7.4194,7.0874,6.4142,6.8978,5.7718,8.0923
8.3568,8.2015,6.9737,6.8429,7.7959,7.2883,6.3026,6.5438,7.1731,5.7146,8.2015
8.034,6.2779,7.6584,5.6105,8.1108,6.6648,6.0576,6.2273,7.1546,6.8208,6.2779
8.6026,7.776,7.5722,6.4519,7.9618,7.242,6.6626,6.8707,7.5329,4.8307,7.776
8.2126,8.2147,6.907,7.1717,7.3248,7.1069,6.5664,7.039,7.9255,6.5784,8.2147
8.2392,8.0117,5.934,7.8914,7.1695,6.8539,6.6377,6.9046,7.4054,6.8885,8.0117
6.4241,6.4661,7.1078,8.1446,7.0932,6.311,6.282,6.93,7.1462,6.5311,6.4661
7.3418,7.9747,7.5406,8.1607,6.9847,6.918,7.675,7.0075,8.0407,6.9727,7.9747
7.3608,8.1346,7.8449,7.9322,7.6829,7.6248,7.523,6.7735,7.758,7.0507,8.1346
6.9691,6.4735,7.961,8.0551,7.2062,7.2127,7.2941,6.9775,7.8694,6.8009,6.4735
7.9538,7.799,7.543,7.776,7.4762,7.2948,7.4645,7.0078,7.8564,6.6295,7.799
6.7814,7.0337,7.3493,8.0333,7.2864,7.0363,7.1045,6.6454,7.6085,6.0298,7.0337
5.6503,5.8752,6.469,7.8734,7.4527,7.4654,7.8331,6.9408,7.9954,6.8057,5.8752
6.8328,7.8396,6.9398,7.9656,6.8851,6.9456,7.662,6.7176,7.6999,6.6182,7.8396
7.7242,8.4838,7.6764,7.9099,7.1021,7.3795,6.8232,6.6907,7.7566,7.1962,8.4838
7.6603,8.4142,6.7579,7.8082,7.0382,6.8573,6.4243,6.7099,7.627,6.7862,8.4142
8.4672,8.5241,8.2644,8.0806,7.4232,7.2521,6.3696,6.5899,7.6747,6.953,8.5241
8.0863,8.2687,8.4444,7.6037,8.0878,7.4275,6.9782,6.4394,6.8669,6.9475,8.2687
8.4703,8.7214,8.4089,8.1161,8.0611,7.8775,7.1681,7.2158,7.7064,7.0126,8.7214
8.4929,8.6059,8.3642,7.6075,8.0215,7.5708,7.3901,6.8686,7.3805,6.8122,8.6059
8.3458,8.5394,8.2836,8.0599,7.7263,7.6301,7.464,6.7438,7.7962,7.0258,8.5394
7.9946,8.6784,8.1449,7.3512,7.8566,6.977,6.3362,6.253,7.279,6.6847,8.6784
7.1758,8.2848,6.589,7.8223,6.3682,6.1289,6.0655,6.1087,6.8258,6.9823,8.2848
7.8593,7.5019,6.9941,7.6694,6.943,7.1042,7.0462,6.751,7.8439,7.0394,7.5019
8.2471,7.9985,5.833,7.3498,6.8064,6.4498,6.1522,6.4908,6.8563,6.1519,7.9985
8.5529,8.7072,7.2451,7.6846,6.2993,5.4989,5.167,6.1526,6.5486,6.7442,8.7072
8.5817,8.3856,8.2003,8.1235,7.6366,5.7802,4.392,5.1826,5.0558,6.9449,8.3856
8.6074,8.2649,8.2181,8.6045,7.6409,7.6447,6.3806,5.3258,6.8117,7.1059,8.2649
7.7453,8.1523,7.9111,8.0494,7.5156,6.7133,6.8146,5.4934,7.6512,7.1472,8.1523
8.2178,8.3014,8.2267,8.105,7.95,6.4519,5.7194,4.7189,6.4735,7.2763,8.3014
8.5942,8.7002,8.429,8.2738,8.3234,8.3167,7.0963,5.9398,5.5258,7.1554,8.7002
8.6134,8.7074,8.3366,8.2078,8.2361,8.5519,7.8919,6.0977,7.9862,7.3685,8.7074
8.5658,8.3666,8.4682,8.3539,8.0604,8.2627,7.9747,6.5455,8.1406,6.8458,8.3666
8.2843,8.0184,8.1242,7.9697,8.0153,7.8005,7.6627,7.0742,7.4047,7.0464,8.0184
8.3695,8.2951,7.5787,8.1869,7.2874,7.0133,6.2645,5.3995,6.7015,6.9298,8.2951
8.5402,8.5265,7.7498,7.8785,7.3219,6.7493,6.6634,6.1759,7.4899,6.9835,8.5265
8.4271,8.4586,7.4582,8.1504,7.0051,6.1908,5.9026,5.9275,6.551,6.9787,8.4586
8.4432,8.2608,7.9908,8.2589,6.5006,6.2227,5.9911,5.7149,6.5282,7.4465,8.2608
8.3822,8.225,8.0767,8.3105,7.5907,7.5238,6.8585,5.8051,7.3399,7.2847,8.225
8.7084,8.2807,7.8679,8.1211,7.6958,7.6207,7.1206,6.1039,7.0829,7.3094,8.2807
8.3633,8.4406,7.2588,8.3657,7.1369,7.219,6.294,5.9359,7.1928,7.3154,8.4406
8.5493,8.3345,7.4026,8.1876,7.4251,7.2734,6.1567,6.2266,7.5758,7.1369,8.3345
8.4156,8.3342,7.5427,7.5521,7.4422,7.2221,6.8995,6.1894,7.5516,6.9797,8.3342
8.6954,8.5723,7.3675,7.9562,7.1467,6.4354,5.5829,5.8438,5.7346,7.075,8.5723
8.6395,8.2558,7.6531,7.8924,6.985,6.2206,5.6964,5.0964,6.7063,7.0519,8.2558
8.3448,7.986,7.1988,8.1211,6.5947,5.8078,5.2183,5.2063,6.5335,6.9055,7.986
8.4504,7.9298,6.4663,7.7676,6.6818,6.0679,6.7212,6.1061,6.8419,6.7366,7.9298
8.1168,7.7141,6.4526,8.112,6.8376,7.2461,5.8495,5.7158,6.8698,6.7392,7.7141
8.4163,7.6426,6.2573,8.0105,7.0632,7.459,6.6494,6.1294,7.6111,7.1561,7.6426
8.1041,7.8283,7.4345,7.7918,7.2636,7.35,6.6588,6.2119,7.0721,7.0286,7.8283
8.173,8.2138,7.4287,8.0717,6.8767,6.9014,6.517,5.9837,7.0399,7.3248,8.2138
8.1014,8.4905,7.6591,7.9978,7.1033,6.9043,6.2186,6.0734,6.7555,7.1338,8.4905
8.3198,8.5231,7.8605,8.3383,7.1465,7.1256,6.7853,6.0406,7.0982,6.0216,8.5231
8.3892,8.4233,7.6536,7.1424,7.2161,6.8458,6.6922,6.1994,7.0908,6.7745,8.4233
8.2018,8.2591,7.1342,7.9037,7.1909,5.952,4.8562,5.3266,6.096,7.0003,8.2591
8.2968,8.4125,7.0438,7.741,6.6888,5.3962,5.3899,5.261,6.6619,6.8558,8.4125
8.2639,8.3249,7.2233,7.6166,6.5748,6.1932,5.9318,5.8046,6.2664,6.354,8.3249
8.2339,8.2363,7.3742,7.8269,7.0404,6.4397,6.8645,6.1454,7.2905,6.9026,8.2363
8.0621,8.4643,7.5674,7.5797,7.2391,6.9514,6.649,6.2198,7.1225,6.9482,8.4643
8.279,8.4077,7.7789,7.3903,7.3954,6.3919,6.4963,5.9755,7.1772,6.9461,8.4077
8.0177,8.1535,7.8581,7.6135,7.6351,7.2818,6.6353,6.3816,7.4566,7.049,8.1535
8.0592,8.2735,8.1602,7.8763,7.542,7.542,6.757,6.2218,6.4985,6.9708,8.2735
8.3722,8.2589,8.2649,8.0131,7.8382,7.5012,7.4318,4.6627,6.4994,6.7855,8.2589
8.1612,8.2217,7.6958,7.782,7.7618,7.8974,7.313,5.737,6.8618,6.5362,8.2217
8.5399,8.1862,7.8259,7.3226,7.6668,7.6954,7.1218,6.2366,6.0636,6.1589,8.1862
8.2351,8.1403,7.6519,7.6759,7.4482,7.3224,6.6173,6.5131,6.8254,6.4526,8.1403
8.2802,8.1828,7.9022,7.6543,7.7786,7.398,6.5491,6.2302,7.5329,6.1666,8.1828
8.0573,8.4648,8.0369,7.9308,7.7198,7.3502,5.8822,6.2606,6.9653,6.4529,8.4648
7.506,8.1854,8.1302,7.9315,7.6166,7.0841,6.2047,5.634,5.9496,6.811,8.1854
8.0976,8.3018,8.0748,7.7026,7.6397,7.051,5.8298,5.2826,6.1956,6.6151,8.3018
7.9702,8.069,7.296,7.733,7.2043,7.4664,5.7826,5.8042,5.4715,6.7642,8.069
8.257,7.5919,7.7414,7.7282,7.5922,7.2365,6.5294,5.4017,7.5583,6.5522,7.5919
8.2265,7.891,7.177,6.3924,6.9098,7.0066,7.1158,6.4817,7.4534,5.9957,7.891
8.3518,8.2042,6.6173,7.2194,7.1378,5.4521,5.6904,4.7525,5.5536,6.2292,8.2042
8.0393,8.3328,6.5681,7.3992,6.4702,4.913,5.3587,5.8548,6.0595,6.3533,8.3328
8.1163,8.1982,7.1566,7.698,6.829,5.3009,4.7309,5.3657,6.703,6.6842,8.1982
8.0818,8.2118,7.5727,7.5845,6.8921,6.3538,6.6221,6.4018,6.9869,6.6346,8.2118
8.0652,8.1077,7.5862,7.9627,7.1515,6.529,5.7826,6.0355,5.9148,6.8105,8.1077
8.004,8.2433,7.9613,7.8434,7.6382,7.0826,5.4662,6.3067,6.4781,7.098,8.2433
7.1794,8.0251,7.8156,7.8175,7.6726,7.8211,6.8491,5.9866,5.6045,6.9816,8.0251
7.5458,7.8082,7.8667,7.5744,7.5586,7.8118,6.5102,5.6114,5.7998,6.9178,7.8082
7.6718,7.9368,7.7167,7.4174,7.4695,7.4546,6.4733,6.1385,6.7411,6.9317,7.9368
8.0911,7.8876,7.3918,7.457,7.2166,6.2998,6.3314,5.7154,5.4173,6.4087,7.8876
8.003,7.9565,7.3152,7.0745,7.5223,6.7548,5.7802,5.2025,5.8042,5.6525,7.9565
7.763,7.9274,7.2574,6.8676,6.9043,6.3096,6.4073,5.4682,6.6977,6.1548,7.9274
7.8689,7.9318,6.9996,6.4752,6.3283,5.723,5.5099,5.3083,5.2769,5.9695,7.9318
7.703,7.7148,7.1208,6.7752,6.5419,5.3335,5.9333,5.4185,6.3288,5.7389,7.7148
7.9944,7.8281,7.2605,7.4724,6.4042,6.4944,5.9165,4.47,6.1298,6.3751,7.8281
7.7928,7.7928,7.2144,7.8233,6.5983,5.8368,5.6177,5.6174,5.8214,6.6384,7.7928
7.8929,8.0321,7.3889,7.9666,6.8834,6.5988,6.2098,5.2555,6.4639,6.4488,8.0321
7.6063,8.1814,7.6723,7.7736,7.4794,7.0502,5.9777,5.7314,6.0492,6.6106,8.1814
7.7335,7.9678,7.5655,7.7582,7.5706,7.8718,7.2046,5.887,6.8774,6.619,7.9678
7.7611,8.0203,7.4256,7.6474,7.429,7.0541,5.646,5.7192,5.886,6.7759,8.0203
7.6258,7.9049,7.3438,7.897,7.2542,6.6034,6.1622,4.6841,6.0955,6.7819,7.9049
7.9627,7.859,7.6334,7.7794,7.3862,6.9732,6.6463,6.2743,7.7263,6.6418,7.859
7.6723,7.7705,7.3241,7.7866,6.931,6.7771,6.5676,6.307,7.297,6.5669,7.7705
7.7417,7.6327,6.8184,7.9428,7.055,6.5882,7.4141,6.3101,7.7578,6.8263,7.6327
7.5763,7.6956,6.4231,7.5367,7.1088,6.6026,7.4098,6.6048,7.6282,6.6998,7.6956
7.5374,7.6519,7.195,7.3193,7.0306,6.5532,6.9235,6.3967,7.6037,6.4735,7.6519
7.4486,7.6298,6.9847,7.1978,7.0673,6.8926,6.6929,5.9784,7.5408,6.4099,7.6298
7.3478,7.5391,7.1011,7.4297,6.9936,6.5131,6.2114,6.5918,7.5218,6.3055,7.5391
7.3918,7.3958,7.1638,7.2413,6.9245,6.4663,6.3598,6.2798,6.7642,6.522,7.3958
